participant.code,subsession.round_number,cash_before_work,cash_before_work_type,work_type,work_profit,work_profit_type,cash_before_health_invest,cash_before_health_invest_type,health_invest_type,health_invest_profit,health_invest_profit_type,cash_before_repay,cash_before_repay_type,repay_type,repay_profit,repay_profit_x,repay_profit_type,cash_before_loan,cash_before_loan_type,loan_type,loan_profit,loan_profit_type,cash_before_invest,cash_before_invest_type,invest_type,invest_profit,invest_profit_type,cash_before_venture,cash_before_venture_type,venture_type,venture_profit,venture_profit_type,cash_before_insurance,cash_before_insurance_type,insurance_type,insurance_profit,insurance_profit_type,cash_before_lottery,cash_before_lottery_type,player.lucky_invest,lottery_type,player.lucky,lottery_profit,lottery_profit_type,cash_before_impact,cash_before_impact_type,impact_type,player.crash_type,impact_profit,impact_profit_type,cash_before_health_impact,cash_before_health_impact_type,health_impact_type,player.health_type,health_impact_profit,health_impact_profit_type,cash_before_preference,cash_before_preference_type,preference_type,preference_profit,preference_profit_type,cash_before_patience,cash_before_patience_type,patience_type,patience_profit,patience_profit_type,player.loss,player.cash,player.total_loans,total,player.treatments,treat5
4hjk8ew7,3,6.3,1,0,6,2,12.3,1,1,-5,0,7.3,1,0,0,0,1,7.3,1,1,1.46,2,8.76,1,1,0.2,2,8.96,1,1,-4,0,4.96,1,1,-0.496,0,4.464,1,2,1,0,-2,0,2.46,1,0,无,0,1,2.46,1,1,小,-7,0,-4.54,0,6,0,1,-4.54,0,1,0,1,0,-4.54,1.46,0,1,0
luq8s82b,3,18.43,1,0,9,2,27.43,1,1,-5,0,22.43,1,1,-0.836,-0.84,0,21.594,1,0,0,1,21.594,1,0,0,1,21.594,1,1,15,2,36.594,1,1,-3.6594,0,32.9346,1,1,1,0,-1,0,31.93,1,0,无,0,1,31.93,1,1,小,-7,0,24.93,1,2,14.4,2,39.33,1,1,6.8,2,0,46.13,0,0.76,1,0
96b2y1fq,3,-2.5,0,0,3,2,0.5,1,0,0,1,0.5,1,0,0,0,1,0.5,1,0,0,1,0.5,1,0,0,1,0.5,1,1,0.75,2,1.25,1,1,-0.125,0,1.125,1,0,0,0,0,1,1.13,1,0,无,0,1,1.13,1,1,小,-15,0,-13.87,0,5,2.4,2,-11.47,0,0,5,2,0,-6.47,0,0,1,0
iuy2mq1n,3,-35,0,0,24,2,-11,0,0,0,1,-11,0,0,0,0,1,-11,0,0,0,1,-11,0,0,0,1,-11,0,0,0,1,-11,0,0,0,1,-11,0,1,1,0,-1,0,-12,0,1,小,-5,0,-17,0,0,无,0,1,-17,0,1,11.4,2,-5.6,0,0,11.8,2,0,6.2,0,0,1,0
zca7zxyf,3,-77.8,0,1,3,2,-74.8,0,0,0,1,-74.8,0,0,0,0,1,-74.8,0,0,0,1,-74.8,0,0,0,1,-74.8,0,0,0,1,-74.8,0,0,0,1,-74.8,0,1,1,0,-1,0,-75.8,0,0,无,0,1,-75.8,0,1,小,-15,0,-90.8,0,2,14.4,2,-76.4,0,1,0,1,0,-76.4,0,0,1,0
jj2wn94h,3,3.75,1,0,27,2,30.75,1,1,-5,0,25.75,1,1,-3.3,-3.3,0,22.45,1,0,0,1,22.45,1,1,0.5,2,22.95,1,1,-2,0,20.95,1,1,-2.095,0,18.855,1,1,1,0,-1,0,17.86,1,0,无,0,1,17.86,1,3,大,-35,0,-17.14,0,1,11.4,2,-5.74,0,0,11.8,2,0,6.06,0,3,1,0
68araqh7,3,-40.8,0,1,12,2,-28.8,0,0,0,1,-28.8,0,0,0,0,1,-28.8,0,0,0,1,-28.8,0,0,0,1,-28.8,0,0,0,1,-28.8,0,0,0,1,-28.8,0,1,1,0,-1,0,-29.8,0,2,中,-10,0,-39.8,0,0,无,0,1,-39.8,0,2,4.8,2,-35,0,1,0,1,0,-35,0,0,1,0
zzpnlqei,3,-11,0,0,18,2,7,1,1,-5,0,2,1,1,0,-1,0,2,1,1,1.2,2,3.2,1,0,0,1,3.2,1,1,1.5,2,4.7,1,1,-0.47,0,4.23,1,0,0,0,0,1,4.23,1,0,无,0,1,4.23,1,1,小,-7,0,-2.77,0,6,24,2,21.23,1,0,5,2,0,26.23,1.2,0,1,0
v5p7lv20,3,97.47,1,0,24,2,121.47,1,2,-10,0,111.47,1,0,0,0,1,111.47,1,1,30.35,2,141.82,1,1,14.1,2,155.92,1,1,-75,0,80.92,1,1,-8.092,0,72.828,1,1,1,0,-1,0,71.83,1,0,无,0,1,71.83,1,1,小,-5,0,66.83,1,2,4.8,2,71.63,1,0,5,2,0,76.63,53.18,20.75,1,0
11qpbunz,3,-98.2,0,0,6,2,-92.2,0,0,0,1,-92.2,0,0,0,0,1,-92.2,0,0,0,1,-92.2,0,0,0,1,-92.2,0,0,0,1,-92.2,0,0,0,1,-92.2,0,1,1,0,-1,0,-93.2,0,3,大,-15,0,-108.2,0,1,小,-15,0,-123.2,0,6,0,1,-123.2,0,1,6.6,2,0,-116.6,0,0,1,0
yaiqosbx,3,-0.8,0,0,15,2,14.2,1,1,-5,0,9.2,1,0,0,0,1,9.2,1,0,0,1,9.2,1,1,-0.45,0,8.75,1,1,0,1,8.75,1,1,-0.875,0,7.875,1,0.08,1,0,-0.08,0,7.8,1,0,无,0,1,7.8,1,1,小,-7,0,0.8,1,1,5.4,2,6.2,1,0,11,2,0,17.2,0,0,1,0
xp91b3qj,3,31.27,1,0,21,2,52.27,1,1,-5,0,47.27,1,1,-3.09,-3.09,0,44.18,1,1,8.24,2,52.42,1,1,0.3,2,52.72,1,1,-1,0,51.72,1,1,-5.172,0,46.548,1,2,1,0,-2,0,44.55,1,0,无,0,1,44.55,1,1,小,-7,0,37.55,1,1,11.4,2,48.95,1,1,5,2,0,53.95,11.24,5.54,1,0
9t4dpmrw,3,10,1,1,9,2,19,1,1,-5,0,14,1,0,0,0,1,14,1,1,1.96,2,15.96,1,1,0.8,2,16.76,1,1,-5,0,11.76,1,1,-1.176,0,10.584,1,0,0,0,0,1,10.58,1,0,无,0,1,10.58,1,1,小,-7,0,3.58,1,6,0,1,3.58,1,1,0,1,0,3.58,1.96,0,1,0
i6lqx8ts,3,-46,0,0,-6,0,-52,0,0,0,1,-52,0,0,0,0,1,-52,0,0,0,1,-52,0,0,0,1,-52,0,0,0,1,-52,0,0,0,1,-52,0,1,1,0,-1,0,-53,0,0,无,0,1,-53,0,2,中,-30,0,-83,0,1,11.4,2,-71.6,0,1,6,2,0,-65.6,0,0,1,0
sqfmjhqp,3,8.61,1,0,0,1,8.61,1,1,-5,0,3.61,1,1,-0.275,-0.28,0,3.335,1,1,2,2,5.335,1,1,0.3,2,5.635,1,1,1,2,6.635,1,1,-0.6635,0,5.9715,1,2,1,0,-2,0,3.97,1,0,无,0,1,3.97,1,3,大,-35,0,-31.03,0,1,5.4,2,-25.63,0,0,5,2,0,-20.63,2,0.25,1,0
5kkr5060,3,-36.8,0,0,0,1,-36.8,0,0,0,1,-36.8,0,0,0,0,1,-36.8,0,0,0,1,-36.8,0,0,0,1,-36.8,0,0,0,1,-36.8,0,0,0,1,-36.8,0,1,1,0,-1,0,-37.8,0,0,无,0,1,-37.8,0,1,小,-15,0,-52.8,0,1,11.4,2,-41.4,0,0,5,2,0,-36.4,0,0,1,0
g7uoijja,4,-13.2,0,0,12,2,-1.2,0,0,0,1,-1.2,0,0,0,0,1,-1.2,0,0,0,1,-1.2,0,0,0,1,-1.2,0,0,0,1,-1.2,0,0,0,1,-1.2,0,1,1,0,-1,0,-2.2,0,1,小,-5,0,-7.2,0,0,无,0,1,-7.2,0,3,2.1,2,-5.1,0,0,5,2,0,-0.1,0,0,1,0
8g2iaxf0,4,-28.7,0,0,3,2,-25.7,0,0,0,1,-25.7,0,0,0,0,1,-25.7,0,0,0,1,-25.7,0,0,0,1,-25.7,0,0,0,1,-25.7,0,0,0,1,-25.7,0,0,0,0,0,1,-25.7,0,0,无,0,1,-25.7,0,0,无,0,1,-25.7,0,2,7.2,2,-18.5,0,0,11.4,2,0,-7.1,0,0,1,0
1yemb6kz,4,2.45,1,0,15,2,17.45,1,1,-5,0,12.45,1,0,0,0,1,12.45,1,0,0,1,12.45,1,1,0.4,2,12.85,1,1,2,2,14.85,1,1,-1.485,0,13.365,1,1,1,0,-1,0,12.37,1,0,无,0,1,12.37,1,3,大,-35,0,-22.63,0,3,7.5,2,-15.13,0,1,6.8,2,0,-8.33,0,0,1,0
x6cv314a,4,-25.3,0,0,6,2,-19.3,0,0,0,1,-19.3,0,0,0,0,1,-19.3,0,0,0,1,-19.3,0,0,0,1,-19.3,0,0,0,1,-19.3,0,0,0,1,-19.3,0,1,1,0,-1,0,-20.3,0,2,中,-10,0,-30.3,0,1,小,-15,0,-45.3,0,6,16,2,-29.3,0,0,5,2,0,-24.3,0,0,1,0
26ovv9nz,4,3.55,1,0,15,2,18.55,1,2,-10,0,8.55,1,0,0,0,1,8.55,1,1,0.34,2,8.89,1,1,0.75,2,9.64,1,1,-4,0,5.64,1,1,-0.564,0,5.076,1,1,1,0,-1,0,4.08,1,0,无,0,1,4.08,1,2,中,-15,0,-10.92,0,2,7.2,2,-3.72,0,0,5,2,0,1.28,0.34,0,1,0
qrj0woux,4,-91.9,0,0,3,2,-88.9,0,0,0,1,-88.9,0,0,0,0,1,-88.9,0,0,0,1,-88.9,0,0,0,1,-88.9,0,0,0,1,-88.9,0,0,0,1,-88.9,0,0,0,0,0,1,-88.9,0,1,小,-5,0,-93.9,0,3,大,-50,0,-143.9,0,2,7.2,2,-136.7,0,1,5,2,0,-131.7,0,0,1,0
edydbr11,4,-51,0,0,6,2,-45,0,0,0,1,-45,0,0,0,0,1,-45,0,0,0,1,-45,0,0,0,1,-45,0,0,0,1,-45,0,0,0,1,-45,0,0,0,0,0,1,-45,0,1,小,-5,0,-50,0,0,无,0,1,-50,0,6,0,1,-50,0,1,6.2,2,0,-43.8,0,0,1,0
i3ugntg2,4,-57.5,0,0,-30,0,-87.5,0,0,0,1,-87.5,0,0,0,0,1,-87.5,0,0,0,1,-87.5,0,0,0,1,-87.5,0,0,0,1,-87.5,0,0,0,1,-87.5,0,1,1,0,-1,0,-88.5,0,2,中,-10,0,-98.5,0,1,小,-15,0,-113.5,0,6,16,2,-97.5,0,1,5.6,2,1,-91.9,0,0,1,0
nil7z8nt,4,-18.1,0,0,3,2,-15.1,0,0,0,1,-15.1,0,0,0,0,1,-15.1,0,0,0,1,-15.1,0,0,0,1,-15.1,0,0,0,1,-15.1,0,0,0,1,-15.1,0,1,1,0,-1,0,-16.1,0,0,无,0,1,-16.1,0,2,中,-30,0,-46.1,0,3,7.5,2,-38.6,0,1,0,1,0,-38.6,0,0,1,0
i3wgnab9,4,-22.7,0,0,6,2,-16.7,0,0,0,1,-16.7,0,0,0,0,1,-16.7,0,0,0,1,-16.7,0,0,0,1,-16.7,0,0,0,1,-16.7,0,0,0,1,-16.7,0,1,1,0,-1,0,-17.7,0,3,大,-15,0,-32.7,0,1,小,-15,0,-47.7,0,5,1.2,2,-46.5,0,0,5,2,0,-41.5,0,0,1,0
7rmwik5s,4,30.59,1,0,-30,0,0.59,1,0,0,1,0.59,1,0,0,0,1,0.59,1,0,0,1,0.59,1,1,0.07,2,0.66,1,1,0.05,2,0.71,1,1,-0.071,0,0.639,1,0,0,0,0,1,0.64,1,0,无,0,1,0.64,1,0,无,0,1,0.64,1,6,0,1,0.64,1,0,5,2,1,5.64,0,0,1,0
mzj836b0,4,-38.8,0,1,3,2,-35.8,0,0,0,1,-35.8,0,0,0,0,1,-35.8,0,0,0,1,-35.8,0,0,0,1,-35.8,0,0,0,1,-35.8,0,0,0,1,-35.8,0,1,1,0,-1,0,-36.8,0,3,大,-15,0,-51.8,0,2,中,-30,0,-81.8,0,6,16,2,-65.8,0,0,10.6,2,0,-55.2,0,0,1,0
1gblxsq7,4,56.36,1,0,15,2,71.36,1,1,-5,0,66.36,1,1,-14.08,-14.08,0,52.28,1,0,0,1,52.28,1,1,1.5,2,53.78,1,1,-20,0,33.78,1,1,-3.378,0,30.402,1,0,0,0,0,1,30.4,1,0,无,0,1,30.4,1,0,无,0,1,30.4,1,6,16,2,46.4,1,0,12,2,0,58.4,0,12.8,1,0
t9m6tgki,4,-73.1,0,0,-15,0,-88.1,0,0,0,1,-88.1,0,0,0,0,1,-88.1,0,0,0,1,-88.1,0,0,0,1,-88.1,0,0,0,1,-88.1,0,0,0,1,-88.1,0,1,1,0,-1,0,-89.1,0,3,大,-15,0,-104.1,0,2,中,-30,0,-134.1,0,2,2.4,2,-131.7,0,1,6.4,2,0,-125.3,0,0,1,0
4hjk8ew7,4,-4.54,0,0,-3,0,-7.54,0,0,0,1,-7.54,0,0,0,0,1,-7.54,0,0,0,1,-7.54,0,0,0,1,-7.54,0,0,0,1,-7.54,0,0,0,1,-7.54,0,1,1,0,-1,0,-8.54,0,1,小,-5,0,-13.54,0,1,小,-15,0,-28.54,0,6,16,2,-12.54,0,0,11.4,2,0,-1.14,1.61,1.46,1,0
luq8s82b,4,46.13,1,0,0,1,46.13,1,1,-5,0,41.13,1,0,0,0,1,41.13,1,0,0,1,41.13,1,1,2.25,2,43.38,1,1,-12,0,31.38,1,1,-3.138,0,28.242,1,0.01,1,0,-0.01,0,28.23,1,0,无,0,1,28.23,1,1,小,-7,0,21.23,1,4,1.8,2,23.03,1,0,11.4,2,0,34.43,0,0,1,0
96b2y1fq,4,-6.47,0,0,0,1,-6.47,0,0,0,1,-6.47,0,0,0,0,1,-6.47,0,0,0,1,-6.47,0,0,0,1,-6.47,0,0,0,1,-6.47,0,0,0,1,-6.47,0,1,1,0,-1,0,-7.47,0,2,中,-10,0,-17.47,0,1,小,-15,0,-32.47,0,4,9,2,-23.47,0,0,5,2,0,-18.47,0,0,1,0
iuy2mq1n,4,6.2,1,0,15,2,21.2,1,2,-10,0,11.2,1,0,0,0,1,11.2,1,1,0.56,2,11.76,1,1,0.5,2,12.26,1,1,4.5,2,16.76,1,1,-1.676,0,15.084,1,2,1,0,-2,0,13.08,1,0,无,0,1,13.08,1,1,小,-5,0,8.08,1,3,2.1,2,10.18,1,0,5,2,0,15.18,0.56,0,1,0
zca7zxyf,4,-76.4,0,0,3,2,-73.4,0,0,0,1,-73.4,0,0,0,0,1,-73.4,0,0,0,1,-73.4,0,0,0,1,-73.4,0,0,0,1,-73.4,0,0,0,1,-73.4,0,1,1,0,-1,0,-74.4,0,2,中,-10,0,-84.4,0,1,小,-15,0,-99.4,0,3,2.1,2,-97.3,0,1,5.8,2,0,-91.5,0,0,1,0
jj2wn94h,4,6.06,1,0,18,2,24.06,1,1,-5,0,19.06,1,0,0,0,1,19.06,1,0,0,1,19.06,1,1,0.25,2,19.31,1,1,0,1,19.31,1,1,-1.931,0,17.379,1,0.2,1,0,-0.2,0,17.18,1,0,无,0,1,17.18,1,1,小,-7,0,10.18,1,1,5.7,2,15.88,1,1,0,1,0,15.88,0,0,1,0
68araqh7,4,-35,0,0,-30,0,-65,0,0,0,1,-65,0,0,0,0,1,-65,0,0,0,1,-65,0,0,0,1,-65,0,0,0,1,-65,0,0,0,1,-65,0,1,1,0,-1,0,-66,0,2,中,-10,0,-76,0,3,大,-50,0,-126,0,3,2.1,2,-123.9,0,1,6,2,1,-117.9,0,0,1,0
zzpnlqei,4,26.23,1,0,12,2,38.23,1,2,-10,0,28.23,1,1,-1.32,-1.32,0,26.91,1,0,0,1,26.91,1,1,1.6,2,28.51,1,1,2.5,2,31.01,1,1,-3.101,0,27.909,1,0.91,1,0,-0.91,0,27,1,0,无,0,1,27,1,2,中,-15,0,12,1,6,0,1,12,1,1,0,1,0,12,0,1.2,1,0
v5p7lv20,4,76.63,1,0,18,2,94.63,1,2,-10,0,84.63,1,0,0,0,1,84.63,1,0,0,1,84.63,1,1,-4.23,0,80.4,1,1,30,2,110.4,1,1,-11.04,0,99.36,1,1,1,0,-1,0,98.36,1,0,无,0,1,98.36,1,1,小,-5,0,93.36,1,2,2.4,2,95.76,1,0,5,2,0,100.76,58.5,53.18,1,0
11qpbunz,4,-116.6,0,0,0,1,-116.6,0,0,0,1,-116.6,0,0,0,0,1,-116.6,0,0,0,1,-116.6,0,0,0,1,-116.6,0,0,0,1,-116.6,0,0,0,1,-116.6,0,1,1,0,-1,0,-117.6,0,1,小,-5,0,-122.6,0,1,小,-15,0,-137.6,0,6,0,1,-137.6,0,1,5.2,2,0,-132.4,0,0,1,0
yaiqosbx,4,17.2,1,0,9,2,26.2,1,1,-5,0,21.2,1,0,0,0,1,21.2,1,0,0,1,21.2,1,1,1.5,2,22.7,1,1,-1.5,0,21.2,1,1,-2.12,0,19.08,1,0.08,1,0,-0.08,0,19,1,0,无,0,1,19,1,0,无,0,1,19,1,1,5.7,2,24.7,1,1,0,1,0,24.7,0,0,1,0
xp91b3qj,4,53.95,1,0,9,2,62.95,1,1,-5,0,57.95,1,1,-6.36,-6.36,0,51.59,1,1,2.28,2,53.87,1,1,-0.1,0,53.77,1,1,0,1,53.77,1,1,-5.377,0,48.393,1,2,1,0,-2,0,46.39,1,0,无,0,1,46.39,1,3,大,-35,0,11.39,1,1,5.7,2,17.09,1,0,5,2,0,22.09,8.28,11.24,1,0
9t4dpmrw,4,3.58,1,0,3,2,6.58,1,1,-5,0,1.58,1,1,-2.156,-2.16,0,-0.576,0,0,0,1,-0.576,0,0,0,1,-0.576,0,0,0,1,-0.576,0,0,0,1,-0.576,0,1,1,0,-1,0,-1.58,0,2,中,-10,0,-11.58,0,1,小,-7,0,-18.58,0,6,0,1,-18.58,0,1,6.4,2,0,-12.18,0,1.96,1,0
i6lqx8ts,4,-65.6,0,0,0,1,-65.6,0,0,0,1,-65.6,0,0,0,0,1,-65.6,0,0,0,1,-65.6,0,0,0,1,-65.6,0,0,0,1,-65.6,0,0,0,1,-65.6,0,1,1,0,-1,0,-66.6,0,0,无,0,1,-66.6,0,1,小,-15,0,-81.6,0,2,7.2,2,-74.4,0,1,6.6,2,0,-67.8,0,0,1,0
sqfmjhqp,4,-20.63,0,0,3,2,-17.63,0,0,0,1,-17.63,0,1,-2,-2,0,-19.63,0,0,0,1,-19.63,0,0,0,1,-19.63,0,0,0,1,-19.63,0,0,0,1,-19.63,0,0,0,0,0,1,-19.63,0,3,大,-15,0,-34.63,0,0,无,0,1,-34.63,0,0,3,2,-31.63,0,0,5,2,0,-26.63,0.2,2,1,0
5kkr5060,4,-36.4,0,0,0,1,-36.4,0,0,0,1,-36.4,0,0,0,0,1,-36.4,0,0,0,1,-36.4,0,0,0,1,-36.4,0,0,0,1,-36.4,0,0,0,1,-36.4,0,1,1,0,-1,0,-37.4,0,2,中,-10,0,-47.4,0,0,无,0,1,-47.4,0,2,7.2,2,-40.2,0,0,5,2,0,-35.2,0,0,1,0
g7uoijja,5,-0.1,0,0,0,1,-0.1,0,0,0,1,-0.1,0,0,0,0,1,-0.1,0,0,0,1,-0.1,0,0,0,1,-0.1,0,0,0,1,-0.1,0,0,0,1,-0.1,0,1,1,0,-1,0,-1.1,0,2,中,-10,0,-11.1,0,1,小,-15,0,-26.1,0,3,5,2,-21.1,0,0,5,2,0,-16.1,0,0,1,0
8g2iaxf0,5,-7.1,0,0,0,1,-7.1,0,0,0,1,-7.1,0,0,0,0,1,-7.1,0,0,0,1,-7.1,0,0,0,1,-7.1,0,0,0,1,-7.1,0,0,0,1,-7.1,0,0,0,0,0,1,-7.1,0,0,无,0,1,-7.1,0,1,小,-15,0,-22.1,0,2,4.8,2,-17.3,0,1,0,1,0,-17.3,0,0,1,0
1yemb6kz,5,-8.33,0,0,21,2,12.67,1,1,-5,0,7.67,1,0,0,0,1,7.67,1,0,0,1,7.67,1,1,0.2,2,7.87,1,1,-5,0,2.87,1,1,-0.287,0,2.583,1,1,1,1,79,2,81.58,1,0,无,0,1,81.58,1,1,小,-7,0,74.58,1,2,1.6,2,76.18,1,1,6.2,2,0,82.38,0,0,1,0
x6cv314a,5,-24.3,0,0,9,2,-15.3,0,0,0,1,-15.3,0,0,0,0,1,-15.3,0,0,0,1,-15.3,0,0,0,1,-15.3,0,0,0,1,-15.3,0,0,0,1,-15.3,0,1,1,0,-1,0,-16.3,0,3,大,-15,0,-31.3,0,2,中,-30,0,-61.3,0,1,1.8,2,-59.5,0,1,0,1,0,-59.5,0,0,1,0
26ovv9nz,5,1.28,1,0,21,2,22.28,1,2,-10,0,12.28,1,1,-0.37,-0.37,0,11.91,1,1,3.57,2,15.48,1,1,0.8,2,16.28,1,1,2,2,18.28,1,1,-1.828,0,16.452,1,0,0,0,0,1,16.45,1,0,无,0,1,16.45,1,2,中,-15,0,1.45,1,2,1.6,2,3.05,1,0,5,2,0,8.05,3.57,0.34,1,0
qrj0woux,5,-131.7,0,0,-9,0,-140.7,0,0,0,1,-140.7,0,0,0,0,1,-140.7,0,0,0,1,-140.7,0,0,0,1,-140.7,0,0,0,1,-140.7,0,0,0,1,-140.7,0,0,0,0,0,1,-140.7,0,1,小,-5,0,-145.7,0,1,小,-15,0,-160.7,0,6,0,1,-160.7,0,0,5,2,0,-155.7,0,0,1,0
edydbr11,5,-43.8,0,0,0,1,-43.8,0,0,0,1,-43.8,0,0,0,0,1,-43.8,0,0,0,1,-43.8,0,0,0,1,-43.8,0,0,0,1,-43.8,0,0,0,1,-43.8,0,0,0,0,0,1,-43.8,0,1,小,-5,0,-48.8,0,2,中,-30,0,-78.8,0,0,2,2,-76.8,0,1,6.2,2,0,-70.6,0,0,1,0
i3ugntg2,5,-91.9,0,1,6,2,-85.9,0,0,0,1,-85.9,0,0,0,0,1,-85.9,0,0,0,1,-85.9,0,0,0,1,-85.9,0,0,0,1,-85.9,0,0,0,1,-85.9,0,1,1,0,-1,0,-86.9,0,1,小,-5,0,-91.9,0,2,中,-30,0,-121.9,0,6,8,2,-113.9,0,1,6.6,2,0,-107.3,0,0,1,0
nil7z8nt,5,-38.6,0,0,3,2,-35.6,0,0,0,1,-35.6,0,0,0,0,1,-35.6,0,0,0,1,-35.6,0,0,0,1,-35.6,0,0,0,1,-35.6,0,0,0,1,-35.6,0,1,1,0,-1,0,-36.6,0,0,无,0,1,-36.6,0,2,中,-30,0,-66.6,0,2,1.6,2,-65,0,1,6.8,2,0,-58.2,0,0,1,0
i3wgnab9,5,-41.5,0,0,3,2,-38.5,0,0,0,1,-38.5,0,0,0,0,1,-38.5,0,0,0,1,-38.5,0,0,0,1,-38.5,0,0,0,1,-38.5,0,0,0,1,-38.5,0,1,1,0,-1,0,-39.5,0,1,小,-5,0,-44.5,0,0,无,0,1,-44.5,0,6,0,1,-44.5,0,0,5,2,0,-39.5,0,0,1,0
7rmwik5s,5,5.64,1,1,6,2,11.64,1,1,-5,0,6.64,1,0,0,0,1,6.64,1,0,0,1,6.64,1,1,-0.3,0,6.34,1,1,0,1,6.34,1,1,-0.634,0,5.706,1,1,1,0,-1,0,4.71,1,0,无,0,1,4.71,1,2,中,-21,0,-16.29,0,4,6,2,-10.29,0,0,5,2,0,-5.29,0,0,1,0
mzj836b0,5,-55.2,0,0,-30,0,-85.2,0,0,0,1,-85.2,0,0,0,0,1,-85.2,0,0,0,1,-85.2,0,0,0,1,-85.2,0,0,0,1,-85.2,0,0,0,1,-85.2,0,1,1,0,-1,0,-86.2,0,2,中,-10,0,-96.2,0,1,小,-15,0,-111.2,0,6,8,2,-103.2,0,1,0,1,1,-103.2,0,0,1,0
1gblxsq7,5,58.4,1,0,-30,0,28.4,1,1,-5,0,23.4,1,0,0,0,1,23.4,1,0,0,1,23.4,1,1,1.5,2,24.9,1,1,-7.5,0,17.4,1,1,-1.74,0,15.66,1,0,0,0,0,1,15.66,1,0,无,0,1,15.66,1,1,小,-7,0,8.66,1,6,8,2,16.66,1,1,0,1,1,16.66,0,0,1,0
t9m6tgki,5,-125.3,0,0,9,2,-116.3,0,0,0,1,-116.3,0,0,0,0,1,-116.3,0,0,0,1,-116.3,0,0,0,1,-116.3,0,0,0,1,-116.3,0,0,0,1,-116.3,0,0,0,0,0,1,-116.3,0,1,小,-5,0,-121.3,0,0,无,0,1,-121.3,0,1,1.8,2,-119.5,0,1,5.4,2,0,-114.1,0,0,1,0
4hjk8ew7,5,-1.14,0,0,0,1,-1.14,0,0,0,1,-1.14,0,0,0,0,1,-1.14,0,0,0,1,-1.14,0,0,0,1,-1.14,0,0,0,1,-1.14,0,0,0,1,-1.14,0,1,1,0,-1,0,-2.14,0,0,无,0,1,-2.14,0,0,无,0,1,-2.14,0,5,6.4,2,4.26,1,1,0,1,0,4.26,1.77,1.61,1,0
luq8s82b,5,34.43,1,0,3,2,37.43,1,1,-5,0,32.43,1,0,0,0,1,32.43,1,0,0,1,32.43,1,1,2,2,34.43,1,1,8,2,42.43,1,1,-4.243,0,38.187,1,0.01,1,0,-0.01,0,38.18,1,0,无,0,1,38.18,1,2,中,-21,0,17.18,1,2,1.6,2,18.78,1,0,5,2,0,23.78,0,0,1,0
96b2y1fq,5,-18.47,0,0,-3,0,-21.47,0,0,0,1,-21.47,0,0,0,0,1,-21.47,0,0,0,1,-21.47,0,0,0,1,-21.47,0,0,0,1,-21.47,0,0,0,1,-21.47,0,1,1,0,-1,0,-22.47,0,1,小,-5,0,-27.47,0,0,无,0,1,-27.47,0,3,5,2,-22.47,0,1,0,1,0,-22.47,0,0,1,0
iuy2mq1n,5,15.18,1,0,21,2,36.18,1,2,-10,0,26.18,1,1,-0.616,-0.62,0,25.564,1,1,7.67,2,33.234,1,1,1,2,34.234,1,1,3,2,37.234,1,1,-3.7234,0,33.5106,1,3,1,0,-3,0,30.51,1,0,无,0,1,30.51,1,0,无,0,1,30.51,1,4,6,2,36.51,1,0,5,2,0,41.51,7.67,0.56,1,0
zca7zxyf,5,-91.5,0,0,3,2,-88.5,0,0,0,1,-88.5,0,0,0,0,1,-88.5,0,0,0,1,-88.5,0,0,0,1,-88.5,0,0,0,1,-88.5,0,0,0,1,-88.5,0,1,1,0,-1,0,-89.5,0,0,无,0,1,-89.5,0,1,小,-15,0,-104.5,0,2,4.8,2,-99.7,0,1,6.2,2,0,-93.5,0,0,1,0
jj2wn94h,5,15.88,1,0,24,2,39.88,1,1,-5,0,34.88,1,0,0,0,1,34.88,1,0,0,1,34.88,1,1,0.5,2,35.38,1,1,-0.5,0,34.88,1,1,-3.488,0,31.392,1,0.1,1,0,-0.1,0,31.29,1,0,无,0,1,31.29,1,0,无,0,1,31.29,1,4,1.2,2,32.49,1,1,6.2,2,0,38.69,0,0,1,0
68araqh7,5,-117.9,0,1,3,2,-114.9,0,0,0,1,-114.9,0,0,0,0,1,-114.9,0,0,0,1,-114.9,0,0,0,1,-114.9,0,0,0,1,-114.9,0,0,0,1,-114.9,0,0,0,0,0,1,-114.9,0,2,中,-10,0,-124.9,0,2,中,-30,0,-154.9,0,4,1.2,2,-153.7,0,1,6,2,0,-147.7,0,0,1,0
zzpnlqei,5,12,1,0,27,2,39,1,1,-5,0,34,1,0,0,0,1,34,1,0,0,1,34,1,1,5.1,2,39.1,1,1,2.5,2,41.6,1,1,-4.16,0,37.44,1,1.44,1,0,-1.44,0,36,1,0,无,0,1,36,1,1,小,-7,0,29,1,6,0,1,29,1,1,6.4,2,0,35.4,0,0,1,0
v5p7lv20,5,100.76,1,0,27,2,127.76,1,2,-10,0,117.76,1,1,-24.35,-24.35,0,93.41,1,0,0,1,93.41,1,1,9.34,2,102.75,1,1,25,2,127.75,1,1,-12.775,0,114.975,1,1,1,1,79,2,193.98,1,0,无,0,1,193.98,1,0,无,0,1,193.98,1,1,3.8,2,197.78,1,0,5,2,0,202.78,40,58.5,1,0
