code,biao,Work_type,Work_profit,Health_type,Health_profit,Repay_type,Repay_profit,Loan_type,Loan_profit,Investment_type,Investment_profit,Venture_type,Venture_profit,Insurance_type,Insurance_profit,Lottery_type,Lottery_profit,Disaster_type,Disaster_profit,Ill_type,Ill_profit,Preference_type,Preference_profit,Patience_type,Patience_profit,start,end,profit
7voc4ywi,19,0,-30,1,-5,0,0,0,0,1,-0.86,1,-6.34,1,-3,1,-1,0,0,2,-21,2,2.4,1,6.4,72.2,13.8,-58.4
4qo41x6y,19,0,6,0,0,1,-30.36,0,0,1,0.3,1,0.15,1,-0.434,1,-1,0,0,0,0,6,16,1,5.2,28.25,24.11,-4.14
g004gng8,19,0,21,1,-5,0,0,1,13.23,1,-1,1,15,1,-15.951,1,-1,0,0,0,0,4,1.8,0,18.43,116.28,149.56,33.28
ttjy4cwz,20,0,18,1,-5,0,0,0,0,1,0.28,1,3.08,1,-0.616,0,0,0,0,1,-7,2,1.6,1,0,-10.2,0.14,10.34
idr031u6,20,0,27,2,-10,0,0,0,0,1,4.5,1,0,1,-19.072,1,-1,0,0,1,-5,3,5,1,6.4,169.22,177.05,7.83
s1ftoyto,20,1,-3,0,0,0,0,1,0.71,1,0.13,1,0,1,-1.274,1,-1,0,0,1,-15,6,8,1,6.51,14.9,9.27,-5.63
519slsew,20,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,-15,6,8,1,0,-52,-51,1
8tid5gfd,20,0,24,1,-5,0,0,1,7.76,1,33.79,1,135,1,-50.673,1,-1,0,0,1,-7,4,6,0,126.73,311.18,454.06,142.88
keqepf0m,20,0,24,1,-5,1,-109.24,1,89.91,1,22,1,30,1,-29.176,1,-1,0,0,2,-21,2,4.8,0,96.91,240.09,252.38,12.29
387fhffi,20,0,-30,1,-5,0,0,0,0,1,9,1,-7,1,-7.085,1,-1,0,0,0,0,4,1.2,1,5.2,103.85,69.17,-34.68
scbb77jn,20,0,30,2,-10,0,0,0,0,1,5,1,0,1,-21.914,1,-0.5,0,0,2,-15,6,8,1,6.2,194.14,195.93,1.79
9t5yap6j,20,0,21,1,-5,0,0,0,0,1,0.45,1,3,1,-16.984,1,-0.01,0,0,1,-7,2,4.8,1,7,150.39,157.65,7.26
g91ye1x3,20,0,27,2,-10,0,0,0,0,1,1,1,16.5,1,-12.78,1,-1,0,0,1,-5,3,1.4,1,7,93.3,117.42,24.12
fkw475f4,20,1,-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-5,3,-50,6,8,0,13.26,7.65,-63.35,-71
t7uhl32a,20,1,-18,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,3,-50,2,1.6,1,6,-166.48,-227.88,-61.4
1gpsk1od,20,1,12,2,-10,0,0,0,0,1,50.98,1,0,1,-56.078,0,0,0,0,1,-5,6,8,1,6.8,507.8,514.5,6.7
6l4hmpzv,20,0,18,1,-5,0,0,0,0,1,2.5,1,50,1,-20.693,1,-1,0,0,1,-7,6,8,0,95.07,141.43,192.84,51.41
4c16txm9,20,1,21,1,-5,1,-2.68,1,7.03,1,0.8,1,4,1,-4.696,1,-2,0,0,0,0,5,6.4,1,7.03,21.81,46.66,24.85
4de7ayta,20,0,12,1,-5,1,-10.879,1,13.78,1,12,1,22.5,1,-11.7201,1,-1,0,0,0,0,6,0,0,20.38,72.8,111.08,38.28
o7pqerl1,20,0,15,2,-10,1,-101.156,1,55.61,1,14.83,1,-5,1,-15.8124,1,-3,0,0,2,-15,6,0,0,61.61,188.84,130.31,-58.53
7voc4ywi,20,1,6,1,-5,0,0,0,0,1,0.48,1,3.42,1,-1.87,1,-0.83,0,0,2,-21,1,3.8,1,7,13.8,5.8,-8
4qo41x6y,20,0,-30,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,-10,1,-15,2,1.6,1,5.8,24.11,-24.49,-48.6
g004gng8,20,0,-30,1,-5,1,-14.55,1,10,1,0.75,1,-7.5,1,-10.326,1,-1,0,0,3,-35,4,6,0,16.6,149.56,69.53,-80.03
mdt16lqz,1,0,3,0,0,0,0,1,1.8,1,0.3,1,-2,1,-0.31,0,0,0,0,1,-15,4,15,1,6.8,0,7.79,7.79
przvq4kq,1,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,-10,2,-30,6,20,1,0,0,-24,-24
c1h7bw1a,1,0,6,1,-5,0,0,1,0.6,1,0.12,1,0,1,-0.172,1,-1,0,0,2,-21,4,3,1,0.6,0,-17.45,-17.45
51cbn7o1,1,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-15,4,15,0,5,0,2,2
h3fu78yg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,-15,0,5,0,5,0,-6,-6
gn1bxo37,1,0,6,1,-5,0,0,0,0,0,0,0,0,1,-0.1,1,-0.5,0,0,3,-35,4,3,0,5,0,-26.6,-26.6
qdpt3asx,1,0,-9,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,1,-15,1,9.5,0,5,0,-15.5,-15.5
lrqw3xla,1,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,3,-50,1,4.5,0,5,0,-44.5,-44.5
4alcifnr,1,0,-6,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,2,12,1,0,0,5,5
itjzqni7,1,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,1,-15,1,9.5,0,5,0,-9.5,-9.5
zm1faos5,1,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,1,-15,5,16,1,0,0,-8,-8
u1m4seev,1,0,15,1,-5,0,0,0,0,1,0.15,1,4,1,-1.415,1,-2,0,0,0,0,2,12,1,0,0,22.74,22.74
48l4ehb6,1,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,-15,6,20,0,5,0,6,6
dqtauj4v,1,0,9,1,-5,0,0,1,2.4,1,0.25,1,0,1,-0.665,1,-2,0,0,2,-21,6,20,1,2.4,0,2.99,2.99
8uqq7nj7,1,0,6,1,-5,0,0,0,0,1,0.1,1,-0.55,1,-0.055,0,0,0,0,3,-35,3,3.5,0,5,0,-26,-26
l50to787,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,-15,4,3,0,5,0,-8,-8
1pxzy631,1,0,-9,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,2,-30,2,12,1,0,0,-28,-28
fxz8rqvu,1,0,3,0,0,0,0,1,0.03,1,0.45,1,3.48,1,-0.696,1,-1,0,0,1,-15,6,20,1,5.03,0,15.26,15.26
drsd3gfr,1,0,-6,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,3,-15,1,-15,2,4,0,5,0,-28,-28
0nu0s221,1,0,-9,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,1,-15,2,12,1,0,0,-18,-18
mdt16lqz,2,0,12,1,-5,0,0,1,5.71,1,-0.5,1,0,1,-2,0,0,0,0,1,-7,4,2.4,1,7.69,7.79,13.4,5.61
przvq4kq,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,2,-30,6,16,0,11.6,-24,-26.4,-2.4
c1h7bw1a,2,0,-30,0,0,1,-0.66,0,0,0,0,0,0,0,0,1,-1,1,-5,1,-15,2,3.2,0,11.6,-17.45,-54.31,-36.86
51cbn7o1,2,0,3,0,0,0,0,1,3,1,0.25,1,0,1,-0.825,1,-1,0,0,2,-30,4,2.4,1,8,2,-16.17,-18.17
h3fu78yg,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,-15,1,3.6,0,5,-6,-10.4,-4.4
gn1bxo37,2,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-15,1,-15,2,9.6,0,5,-26.6,-27,-0.4
qdpt3asx,2,0,-30,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,-10,1,-15,2,9.6,1,0,-15.5,-61.9,-46.4
lrqw3xla,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,2,-30,0,4,1,0,-44.5,-65.5,-21
4alcifnr,2,0,12,0,0,0,0,1,3.4,1,0.5,1,-5,1,-1.59,1,-0.3,0,0,2,-30,2,9.6,0,10.2,5,0.41,-4.59
itjzqni7,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,2,-30,2,3.2,0,5,-9.5,-34.3,-24.8
zm1faos5,2,0,9,0,0,0,0,1,0.3,1,0.1,1,0.5,1,-0.19,1,-0.2,0,0,1,-15,5,12.8,1,6.7,-8,5.71,13.71
u1m4seev,2,0,18,1,-5,0,0,0,0,1,1.5,1,0,1,-3.724,1,-2,0,0,0,0,2,9.6,1,5.8,22.74,46.92,24.18
48l4ehb6,2,0,0,1,-5,0,0,0,0,1,0.1,1,0.55,1,-0.165,1,-1,0,0,1,-7,6,0,0,5,6,-1.51,-7.51
dqtauj4v,2,0,9,1,-5,1,-2.64,1,2.61,1,-0.13,1,6,1,-1.283,1,-2,0,0,1,-7,5,12.8,1,9.21,2.99,21.95,18.96
8uqq7nj7,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-5,1,-15,4,12,0,5,-26,-23,3
l50to787,2,0,15,1,-5,0,0,0,0,1,0.2,1,2.2,1,-0.44,1,-1,0,0,0,0,4,12,0,5,-8,19.96,27.96
1pxzy631,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,3,-50,6,16,1,7,-28,-53,-25
fxz8rqvu,2,0,6,1,-5,0,0,0,0,1,1.5,1,-10,1,-0.776,1,-1,0,0,2,-21,6,0,1,5.03,15.26,-10.02,-25.28
drsd3gfr,2,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,-10,1,-15,0,4,0,5,-28,-36,-8
0nu0s221,2,0,-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-15,2,9.6,0,11,-18,-24.4,-6.4
mdt16lqz,3,0,9,1,-5,0,0,0,0,1,1.2,1,-1,1,-1.76,0,0,0,0,0,0,2,14.4,0,19.86,13.4,41.64,28.24
przvq4kq,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,3,-15,2,-30,6,24,1,0,-26.4,-48.4,-22
c1h7bw1a,3,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,-10,1,-15,0,6,0,5,-54.31,-63.31,-9
51cbn7o1,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,2,-30,4,18,1,8.3,-16.17,-18.17,-2
h3fu78yg,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,-10,0,0,0,6,0,5,-10.4,-10.4,0
gn1bxo37,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-10,2,-30,6,0,1,0,-27,-64,-37
qdpt3asx,3,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,-10,2,-30,3,15,1,6.8,-61.9,-75.1,-13.2
lrqw3xla,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-15,1,-15,2,4.8,1,5.6,-65.5,-79.1,-13.6
4alcifnr,3,0,15,0,0,0,0,0,0,1,0.5,1,-3,1,-1.291,1,-0.3,0,0,0,0,4,3.6,0,10.54,0.41,21.72,21.31
itjzqni7,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,-10,3,-50,2,14.4,1,5,-34.3,-66.9,-32.6
zm1faos5,3,0,3,1,-5,1,-0.33,1,1.69,1,0.75,1,7.5,1,-1.332,0,0,0,0,0,0,5,2.4,1,7.89,5.71,20.59,14.88
u1m4seev,3,0,21,1,-5,0,0,0,0,1,1,1,10,1,-7.392,1,-1,0,0,1,-7,2,14.4,1,5.4,46.92,78.33,31.41
48l4ehb6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,3,-15,0,0,5,19.2,0,5,-1.51,6.69,8.2
dqtauj4v,3,0,12,1,-5,1,-2.87,1,15.65,1,1.5,1,22.5,1,-6.573,1,-2,0,0,0,0,5,19.2,0,21.85,21.95,82.56,60.61
8uqq7nj7,3,0,-30,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,1,-15,4,3.6,0,5,-23,-65.4,-42.4
l50to787,3,0,12,1,-5,0,0,1,13.48,1,6.07,1,-3.25,1,-4.326,1,-1,0,0,1,-7,4,18,0,18.48,19.96,53.93,33.97
1pxzy631,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,-15,6,24,1,7,-53,-38,15
fxz8rqvu,3,0,3,0,0,1,-0.03,0,0,0,0,0,0,0,0,0,0,1,-5,1,-15,6,0,1,0,-10.02,-27.05,-17.03
drsd3gfr,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,-10,1,-15,2,14.4,1,0,-36,-38.6,-2.6
0nu0s221,3,0,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-5,1,-15,3,4.2,0,5,-24.4,-44.2,-19.8
mdt16lqz,4,0,15,1,-5,1,-9.306,0,0,1,-1,1,0,1,-4.1334,0,0,0,0,1,-7,2,2.4,0,5,41.64,37.6,-4.04
przvq4kq,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,2,-30,6,16,0,11,-48.4,-40.4,8
c1h7bw1a,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,2,-30,2,2.4,0,5,-63.31,-79.91,-16.6
51cbn7o1,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,-15,4,9,1,3.63,-18.17,-16.17,2
h3fu78yg,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,2,-30,6,0,0,5,-10.4,-30.4,-20
gn1bxo37,4,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-5,2,-30,6,0,1,5.4,-64,-75.6,-11.6
qdpt3asx,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,2,-30,2,7.2,1,5.8,-75.1,-90.1,-15
lrqw3xla,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-10,1,-15,1,5.7,0,10.6,-79.1,-78.8,0.3
4alcifnr,4,0,9,0,0,0,0,0,0,1,0.75,1,0,1,-3.147,1,-0.3,0,0,0,0,4,9,0,15.71,21.72,48.62,26.9
itjzqni7,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,2,-30,4,1.8,1,5,-66.9,-81.1,-14.2
zm1faos5,4,0,-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-15,2,-30,6,16,1,7.46,20.59,-32.81,-53.4
u1m4seev,4,0,24,1,-5,0,0,0,0,1,-1.5,1,10,1,-10.583,1,-1,0,0,1,-7,6,16,1,5.2,78.33,108.45,30.12
48l4ehb6,4,0,0,0,0,0,0,1,0.2,1,0.58,1,5.21,1,-1.268,1,-1,0,0,1,-15,6,0,1,0.2,6.69,-4.59,-11.28
dqtauj4v,4,0,9,1,-5,1,-17.215,1,41.6,1,-1,1,22,1,-13.1945,1,-2,0,0,2,-21,6,16,0,48.2,82.56,118.35,35.79
8uqq7nj7,4,1,-30,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,2,-30,4,1.8,1,0,-65.4,-129.6,-64.2
l50to787,4,0,6,1,-5,1,-14.828,1,20.05,1,9.02,1,4.59,1,-7.3762,1,-1,0,0,2,-21,6,16,0,25.05,53.93,65.38,11.45
1pxzy631,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,1,-15,6,16,1,7,-38,-24,14
fxz8rqvu,4,0,24,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,1,-15,6,0,0,11.8,-27.05,-12.25,14.8
drsd3gfr,4,0,18,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,-15,2,2.4,1,6.6,-38.6,-27.6,11
0nu0s221,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-5,2,-30,6,0,0,5,-44.2,-74.2,-30
mdt16lqz,5,0,9,1,-5,0,0,0,0,1,1,1,-2,1,-4.06,0,0,0,0,1,-7,4,1.2,1,0,37.6,30.74,-6.86
przvq4kq,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,2,1.6,0,5,-40.4,-28.8,11.6
c1h7bw1a,5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,-10,1,-15,2,1.6,0,5,-79.91,-87.31,-7.4
51cbn7o1,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-10,1,-15,4,6,0,10.99,-16.17,-25.17,-9
h3fu78yg,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,-10,0,0,2,1.6,0,5,-30.4,-28.8,1.6
gn1bxo37,5,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-5,2,-30,6,0,1,5.6,-75.6,-87,-11.4
qdpt3asx,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,3,-15,2,-30,2,4.8,0,11.4,-90.1,-116.9,-26.8
lrqw3xla,5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-15,0,2,1,0,-78.8,-79.8,-1
4alcifnr,5,0,15,1,-5,0,0,0,0,1,0.8,1,-2.5,1,-5.692,1,-0.23,0,0,0,0,4,6,1,4.52,48.62,57,8.38
itjzqni7,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,1,-15,2,4.8,0,5,-81.1,-83.3,-2.2
zm1faos5,5,1,-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-15,6,8,1,7.85,-32.81,-64.01,-31.2
u1m4seev,5,0,21,1,-5,0,0,0,0,1,3,1,15,1,-14.245,1,-1,0,0,0,0,6,8,1,6.8,108.45,142.01,33.56
48l4ehb6,5,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,-10,1,-15,6,8,1,6.62,-4.59,-19.19,-14.6
dqtauj4v,5,0,3,1,-5,1,-45.76,1,35.3,1,-0.9,1,34.5,1,-13.949,1,-2,0,0,1,-7,6,8,0,40.7,118.35,129.94,11.59
8uqq7nj7,5,1,18,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,6,0,1,5.8,-129.6,-106.8,22.8
l50to787,5,0,15,1,-5,1,-22.055,1,31.99,1,4.27,1,-5,1,-8.4585,1,-1,0,0,3,-35,6,0,0,36.99,65.38,45.12,-20.26
1pxzy631,5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,1,3.8,1,6.8,-24,-2.4,21.6
fxz8rqvu,5,0,18,1,-5,0,0,1,0.45,1,0.12,1,0,1,-0.132,0,0,0,0,3,-35,6,8,1,0.45,-12.25,-25.81,-13.56
drsd3gfr,5,0,15,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,2,-30,2,4.8,1,6.8,-27.6,-37,-9.4
0nu0s221,5,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,-15,2,1.6,1,5,-74.2,-86.6,-12.4
mdt16lqz,6,0,15,1,-5,0,0,0,0,1,2,1,2,1,-4.474,0,0,0,0,1,-7,4,3,0,11.6,30.74,47.87,17.13
przvq4kq,6,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,6,20,1,0,-28.8,2.2,31
c1h7bw1a,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,-15,2,12,1,0,-87.31,-85.31,2
51cbn7o1,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,-15,4,3,1,9.99,-25.17,-29.57,-4.4
h3fu78yg,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,-10,0,0,1,9.5,0,5,-28.8,-19.3,9.5
gn1bxo37,6,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-10,1,-15,4,3,1,6,-87,-91,-4
qdpt3asx,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,-10,0,0,2,4,1,0,-116.9,-117.9,-1
lrqw3xla,6,0,-30,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,1,-15,1,9.5,1,7,-79.8,-114.3,-34.5
4alcifnr,6,0,21,1,-5,0,0,0,0,1,1.2,1,-5,1,-6.92,1,-0.5,0,0,0,0,4,15,0,10.77,57,82.58,25.58
itjzqni7,6,0,15,0,0,0,0,0,0,0,0,0,0,0,0,1,79,0,0,2,-30,2,4,0,5,-83.3,-10.3,73
zm1faos5,6,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-50,6,0,1,7.66,-64.01,-90.61,-26.6
u1m4seev,6,0,12,1,-5,0,0,0,0,1,-1.5,1,-15,1,-13.251,0,0,0,0,0,0,6,0,1,6,142.01,125.26,-16.75
48l4ehb6,6,0,-6,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,-10,2,-30,6,0,0,11.24,-19.19,-55.19,-36
dqtauj4v,6,0,15,1,-5,1,-38.83,1,50.56,1,3.9,1,21,1,-17.657,1,-3,0,0,1,-7,6,20,0,56.16,129.94,174.51,44.57
8uqq7nj7,6,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,3,-15,2,-30,6,20,1,6.8,-106.8,-114,-7.2
l50to787,6,0,18,1,-5,0,0,0,0,1,5.81,1,0,1,-6.393,1,-1,0,0,1,-7,4,15,0,40.19,45.12,69.54,24.42
1pxzy631,6,0,9,1,-5,0,0,1,0.96,1,0.26,1,-1.86,1,-0.096,0,0,0,0,0,0,6,20,0,12.36,-2.4,32.26,34.66
fxz8rqvu,6,0,24,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,-10,1,-15,6,20,0,11.5,-25.81,3.19,29
drsd3gfr,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,3,-50,2,4,1,6.8,-37,-74.2,-37.2
0nu0s221,6,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-5,2,-30,6,20,0,5,-86.6,-99.6,-13
mdt16lqz,7,0,27,1,-5,0,0,0,0,1,10.35,1,3,1,-8.322,0,0,0,0,2,-21,2,9.6,0,5,47.87,68.5,20.63
przvq4kq,7,0,3,1,-5,0,0,0,0,1,0.03,0,0,1,-0.023,0,0,0,0,2,-21,6,0,0,11,2.2,-9.79,-11.99
c1h7bw1a,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,2,-30,1,3.6,1,7,-85.31,-104.71,-19.4
51cbn7o1,7,0,-30,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,-10,1,-15,4,12,0,16.83,-29.57,-61.57,-32
h3fu78yg,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,-15,1,7.6,1,0,-19.3,-21.7,-2.4
gn1bxo37,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-50,6,0,1,6.2,-91,-131.8,-40.8
qdpt3asx,7,0,15,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,3,-15,1,-15,2,9.6,1,5.6,-117.9,-118.7,-0.8
lrqw3xla,7,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-5,1,-15,1,7.6,0,11.4,-114.3,-109.3,5
4alcifnr,7,0,-30,0,0,1,-5.467,0,0,1,-0.25,1,0,1,-4.6863,1,-0.17,0,0,1,-15,1,7.6,1,5.2,82.58,39.8,-42.78
itjzqni7,7,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,-10,1,-15,2,9.6,0,5,-10.3,-12.7,-2.4
zm1faos5,7,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-15,1,-15,6,16,1,8.49,-90.61,-74.61,16
u1m4seev,7,0,24,1,-5,0,0,0,0,1,4.5,1,7.5,1,-15.626,1,-1,0,0,0,0,6,16,1,7,125.26,162.63,37.37
48l4ehb6,7,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,1,-15,6,0,1,0.26,-55.19,-79.19,-24
dqtauj4v,7,0,18,1,-5,1,-55.616,1,65.95,1,4.8,1,52,1,-25.4644,1,-5,0,0,1,-7,6,0,0,71.75,174.51,222.98,48.47
8uqq7nj7,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,-10,1,-15,6,0,1,5.6,-114,-128.4,-14.4
l50to787,7,0,30,1,-5,1,-38.709,0,0,1,8.37,1,5,1,-6.9201,1,-1,0,0,1,-7,6,16,0,5,69.54,75.28,5.74
1pxzy631,7,0,12,1,-5,1,-1.056,1,22.92,1,3,1,-42,1,-2.2124,0,0,0,0,1,-7,2,9.6,0,22.92,32.26,22.51,-9.75
fxz8rqvu,7,0,9,1,-5,1,-0.55,1,3.98,1,-0.53,1,0,1,-1.009,0,0,0,0,1,-7,6,0,1,8.98,3.19,7.08,3.89
drsd3gfr,7,0,-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-10,3,-50,3,2.8,1,7,-74.2,-154.4,-80.2
0nu0s221,7,0,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-15,0,0,6,16,0,5,-99.6,-99.6,0
mdt16lqz,8,0,-30,1,-5,0,0,1,20.1,1,5,1,2.5,1,-6.11,0,0,0,0,2,-21,4,18,0,20.1,68.5,51.99,-16.51
przvq4kq,8,0,12,0,0,0,0,0,0,1,-0.11,0,0,1,-0.21,1,-1,0,0,1,-15,6,0,0,5,-9.79,-9.11,0.68
c1h7bw1a,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,2,-30,4,3.6,1,6.6,-104.71,-116.51,-11.8
51cbn7o1,8,1,12,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,1,-15,4,3.6,1,5.31,-61.57,-66.97,-5.4
h3fu78yg,8,0,-30,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,3,-15,1,-15,1,5.4,1,6.2,-21.7,-71.1,-49.4
gn1bxo37,8,0,24,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,-15,6,24,1,7,-131.8,-92.8,39
qdpt3asx,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-5,1,-15,1,5.4,1,6.2,-118.7,-118.1,0.6
lrqw3xla,8,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-10,1,-15,2,4.8,1,0,-109.3,-117.5,-8.2
4alcifnr,8,1,18,1,-5,0,0,0,0,1,0.25,1,1.5,1,-5.455,1,-0.1,0,0,2,-21,2,4.8,1,5.8,39.8,38.6,-1.2
itjzqni7,8,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,-10,2,-30,2,14.4,0,5,-12.7,-22.3,-9.6
zm1faos5,8,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-10,1,-15,6,24,1,7.94,-74.61,-46.41,28.2
u1m4seev,8,0,21,1,-5,0,0,0,0,1,4.5,1,7.5,1,-19.063,1,-1,0,0,0,0,6,24,1,6.6,162.63,201.17,38.54
48l4ehb6,8,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,-15,6,0,1,6.09,-79.19,-77.39,1.8
dqtauj4v,8,0,15,1,-5,1,-72.545,1,80.22,1,2,1,-68,1,-17.4655,1,-4,0,0,3,-35,6,0,0,86.02,222.98,123.99,-98.99
8uqq7nj7,8,0,18,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,3,-50,6,24,1,5.6,-128.4,-131.8,-3.4
