code,biao,Work_type,Work_profit,Health_type,Health_profit,Repay_type,Repay_profit,Loan_type,Loan_profit,Investment_type,Investment_profit,Venture_type,Venture_profit,Insurance_type,Insurance_profit,Lottery_type,Lottery_profit,Disaster_type,Disaster_profit,Ill_type,Ill_profit,Preference_type,Preference_profit,Patience_type,Patience_profit,start,end,profit
1o1f1gpp,11,0,21,2,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,3,-25,6,0,1,6.4,-133.9,-132.5,1.4
o6m81rh2,11,0,9,2,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,1,-5,6,0,1,6.6,-127.4,-117.8,9.6
ody1m92z,11,0,3,2,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,2,-15,1,4.5,1,6.6,-61.9,-63.8,-1.9
y5lufa6m,11,0,3,1,-5,1,-14.707,1,20.56,1,-1.05,1,-20,1,-6.8053,1,-0.1,0,0,0,0,5,16,0,31.76,85.25,88.35,3.1
odyzp5vx,11,0,6,2,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,2,-15,6,20,1,6.4,-177.4,-161,16.4
d67hp72e,11,0,24,2,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,1,-5,1,9.5,1,5.6,-53.2,-20.1,33.1
o73qrv2n,11,0,21,2,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,0,0,4,15,1,6.4,-79.6,-38.2,41.4
1qzlh5mu,11,0,12,2,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,2,-15,3,3.5,1,0,-110.4,-110.9,-0.5
dnwj15ee,11,0,9,2,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,2,-15,6,20,1,6.6,-105.3,-85.7,19.6
n1yognqv,12,0,12,2,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,3,-25,6,0,0,5,-85.3,-94.3,-9
hdp578ga,12,1,9,2,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,3,-25,5,1.6,0,11.6,-151.5,-155.3,-3.8
8takecva,12,0,24,1,-5,0,0,0,0,1,20.25,0,0,1,-15.532,1,-1,0,0,2,-21,2,3.2,0,10.6,116.07,131.59,15.52
kesgwead,12,0,15,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,-25,4,12,1,0,-62.2,-60.2,2
x6zxi4xg,12,0,6,2,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,1,-5,6,16,1,5.8,-60.6,-38.8,21.8
3j49d97z,12,0,12,2,-10,0,0,1,7.17,1,4.5,1,-2.5,1,-3.925,1,-1,0,0,1,-5,6,16,0,20.97,28.08,52.33,24.25
jwxxxv7d,12,0,12,2,0,0,0,1,3.83,1,-0.19,1,1.5,1,0,1,-1,0,0,1,-5,4,2.4,0,10.23,0.77,20.71,19.94
h7b871s6,12,0,24,1,-5,1,-100,1,112.7,1,34.4,1,0,1,-37.922,1,-1,0,0,1,-7,3,2.8,0,134.31,313.12,341.1,27.98
szjrd90v,12,0,15,2,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,0,0,4,12,1,0,-23.6,2.4,26
tkz7zh9u,12,0,21,1,-5,1,-9.62,1,15.29,1,12,0,0,1,-13.277,0,0,0,0,2,-21,6,16,0,50.29,99.1,119.49,20.39
42bbeqpm,12,0,6,2,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,1,-5,6,16,1,5.2,-95.28,-74.08,21.2
1o1f1gpp,12,0,18,2,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,0,0,6,0,1,6.6,-132.5,-108.9,23.6
o6m81rh2,12,0,9,2,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,1,-5,6,16,1,6.6,-117.8,-92.2,25.6
ody1m92z,12,0,6,2,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,1,-5,1,7.6,1,5.8,-63.8,-50.4,13.4
y5lufa6m,12,0,9,1,-5,1,-22.616,1,6.97,1,1,1,-3,1,-7.4704,1,-0.1,0,0,1,-7,4,12,1,6.97,88.35,72.13,-16.22
odyzp5vx,12,0,-6,2,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,1,-5,6,0,1,6.6,-161,-166.4,-5.4
d67hp72e,12,0,-30,2,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,0,0,1,3.6,1,7,-20.1,-40.5,-20.4
o73qrv2n,12,0,12,2,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,3,-25,2,3.2,1,5.2,-38.2,-43.8,-5.6
1qzlh5mu,12,0,15,2,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,2,-15,3,10,1,6.2,-110.9,-95.7,15.2
dnwj15ee,12,0,9,2,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,2,-15,6,16,1,5.6,-85.7,-71.1,14.6
n1yognqv,13,0,6,2,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,1,-5,5,19.2,0,5,-94.3,-70.1,24.2
hdp578ga,13,0,15,2,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,1,-5,6,24,0,5,-155.3,-117.3,38
8takecva,13,0,27,1,-5,0,0,0,0,1,22.95,0,0,1,-17.654,0,0,0,0,0,0,2,14.4,1,0,131.59,173.29,41.7
kesgwead,13,0,21,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,3.6,0,11.8,-60.2,-23.8,36.4
x6zxi4xg,13,0,30,2,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,2,-15,6,24,1,6.8,-38.8,6,44.8
3j49d97z,13,0,27,2,-10,1,-15.367,0,0,1,3,1,-2.5,1,-5.4463,1,-1,0,0,1,-5,6,24,1,5.4,52.33,72.41,20.08
jwxxxv7d,13,0,15,2,0,1,-4.21,1,9.45,1,1.42,1,3,1,0,1,-1,0,0,1,-5,4,3.6,0,15.65,20.71,49.17,28.46
h7b871s6,13,0,27,1,-5,1,-100,1,88.34,1,35.1,1,-20,1,-36.654,1,-1,0,0,1,-7,4,18,0,130.58,341.1,339.89,-1.21
szjrd90v,13,0,18,2,0,0,0,1,12.24,1,2,1,30,1,0,0,0,0,0,3,-25,5,19.2,0,24.24,2.4,70.84,68.44
tkz7zh9u,13,0,-30,1,-5,1,-19.82,0,0,1,-3.2,0,0,1,-6.147,0,0,0,0,1,-7,6,0,0,35,119.49,53.32,-66.17
42bbeqpm,13,0,9,2,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,1,-5,6,0,1,5.6,-74.08,-65.48,8.6
1o1f1gpp,13,0,21,2,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,2,-15,6,24,1,6.6,-108.9,-73.3,35.6
o6m81rh2,13,0,-30,2,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,0,0,6,24,1,5.4,-92.2,-93.8,-1.6
ody1m92z,13,0,18,2,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,0,0,1,5.4,1,5.4,-50.4,-22.6,27.8
y5lufa6m,13,0,12,1,-5,1,-7.667,1,7.15,1,0.8,1,5,1,-8.4413,1,-0.1,0,0,1,-7,4,18,0,13.35,72.13,93.07,20.94
odyzp5vx,13,0,9,2,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,2,-15,6,24,1,5.4,-166.4,-144,22.4
d67hp72e,13,1,21,2,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,2,-15,1,11.4,1,6.2,-40.5,-17.9,22.6
o73qrv2n,13,0,-30,2,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,0,0,6,0,1,6.2,-43.8,-68.6,-24.8
1qzlh5mu,13,0,18,2,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,0,0,5,2.4,1,6.2,-95.7,-70.1,25.6
dnwj15ee,13,0,21,2,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,1,-5,6,24,1,6.4,-71.1,-25.7,45.4
n1yognqv,14,0,12,2,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,2,-15,6,16,1,5,-70.1,-53.1,17
hdp578ga,14,0,9,2,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,0,0,6,0,1,0,-117.3,-109.3,8
8takecva,14,0,27,1,-5,0,0,0,0,1,19.5,0,0,1,-21.479,1,-1,0,0,1,-7,6,0,1,6.8,173.29,192.11,18.82
kesgwead,14,0,21,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-5,4,1.8,1,0,-23.8,-6,17.8
x6zxi4xg,14,0,6,2,0,0,0,1,0.84,1,0.3,1,3,1,0,1,-1,0,0,1,-5,6,0,1,7.84,6,17.14,11.14
3j49d97z,14,0,6,1,-5,0,0,0,0,1,2.5,1,-5,1,-7.091,1,-1,0,0,2,-21,6,0,1,6.8,72.41,48.62,-23.79
jwxxxv7d,14,0,-30,2,0,1,-10.395,0,0,0,0,1,-1,1,0,1,-1,0,0,2,-15,3,7.5,1,6.6,49.17,5.87,-43.3
h7b871s6,14,0,27,1,-5,1,-120,1,107.31,1,34.9,1,-30,1,-35.41,1,-1,0,0,2,-21,3,7.5,0,137.75,339.89,310.99,-28.9
szjrd90v,14,0,9,2,0,0,0,1,26.37,1,15,1,180,1,0,0,0,0,0,0,0,6,0,0,44.83,70.84,306.21,235.37
tkz7zh9u,14,1,15,1,-5,1,-3,0,0,1,6,0,0,1,-6.632,0,0,0,0,1,-7,6,0,0,35,53.32,57.69,4.37
42bbeqpm,14,0,27,2,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,1,-5,6,16,1,5.4,-65.48,-23.08,42.4
1o1f1gpp,14,0,18,2,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,1,-5,6,0,1,6.4,-73.3,-54.9,18.4
o6m81rh2,14,1,-3,2,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,0,0,6,0,1,5.4,-93.8,-92.4,1.4
ody1m92z,14,0,3,2,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,1,-5,4,1.8,1,5.6,-22.6,-18.2,4.4
y5lufa6m,14,0,3,1,-5,1,-7.865,1,7.49,1,0.45,1,6,1,-9.7145,1,-0.1,0,0,1,-7,5,9.6,0,13.09,93.07,95.53,2.46
odyzp5vx,14,0,12,2,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,1,-5,6,0,1,5.2,-144,-132.8,11.2
d67hp72e,14,0,15,2,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,2,-15,2,2.4,0,11,-17.9,-5.5,12.4
o73qrv2n,14,1,18,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,-15,6,0,1,5.8,-68.6,-59.8,8.8
1qzlh5mu,14,0,24,2,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,1,-5,5,1.2,0,11.2,-70.1,-39.7,30.4
dnwj15ee,14,0,24,2,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,0,0,6,16,1,6.2,-25.7,19.5,45.2
n1yognqv,15,0,12,2,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,1,-5,5,0.8,0,5,-53.1,-41.3,11.8
hdp578ga,15,0,9,2,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,1,-5,4,6,0,11,-109.3,-89.3,20
8takecva,15,0,-30,1,-5,0,0,0,0,1,15.7,0,0,1,-17.281,1,-1,0,0,1,-7,1,1.8,0,11.2,192.11,160.53,-31.58
kesgwead,15,0,9,2,0,0,0,1,0.03,1,-0.08,1,-0.5,1,0,0,0,0,0,0,0,5,0.8,1,6.63,-6,9.85,15.85
x6zxi4xg,15,0,12,2,0,1,-0.92,1,4.52,1,0.75,1,8.5,1,0,1,-2,0,0,1,-5,4,1.2,0,11.32,17.14,42.99,25.85
3j49d97z,15,0,9,2,-10,0,0,1,28.57,1,4.5,0,0,1,-8.069,1,-1,0,0,0,0,6,8,0,35.37,48.62,86.42,37.8
jwxxxv7d,15,1,9,2,0,0,0,1,1.49,1,0.07,1,-0.5,1,0,1,-1,0,0,1,-5,4,1.2,0,12.49,5.87,22.13,16.26
h7b871s6,15,0,27,1,-5,1,-100,1,69.31,1,30.2,1,30,1,-36.25,1,-1,0,0,1,-7,5,6.4,0,119.56,310.99,330.85,19.86
szjrd90v,15,0,9,2,0,1,-43.8,1,162.83,1,40,1,400,1,0,0,0,0,0,0,0,6,0,0,162.84,306.21,874.24,568.03
tkz7zh9u,15,0,-30,1,-5,0,0,0,0,1,0.4,1,0.09,1,-2.318,0,0,0,0,1,-7,6,0,0,38,57.69,18.86,-38.83
42bbeqpm,15,0,15,2,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,2,-15,6,8,1,6.4,-23.08,-9.68,13.4
1o1f1gpp,15,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,1,-5,0,2,1,6.8,-54.9,-52.1,2.8
o6m81rh2,15,0,-30,2,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,0,0,6,0,1,6,-92.4,-117.4,-25
ody1m92z,15,0,6,2,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,2,-15,3,5,1,6.6,-18.2,-16.6,1.6
y5lufa6m,15,0,9,1,-5,1,-8.239,1,9.13,1,0.5,1,-3,1,-9.7921,1,-0.1,0,0,1,-7,4,6,0,14.73,95.53,92.63,-2.9
odyzp5vx,15,0,6,2,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,1,-5,2,1.6,1,6.2,-132.8,-125,7.8
d67hp72e,15,0,-30,2,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,3,-25,2,1.6,1,0,-5.5,-59.9,-54.4
o73qrv2n,15,0,-30,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-5,1,1.8,1,6,-59.8,-87,-27.2
1qzlh5mu,15,0,6,2,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,1,-5,1,3.8,1,5,-39.7,-30.9,8.8
dnwj15ee,15,0,9,2,0,0,0,0,0,1,-0.5,1,2.5,1,0,0,0,0,0,1,-5,6,8,1,6.8,19.5,40.3,20.8
n1yognqv,16,0,6,2,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,0,0,5,16,0,5,-41.3,-15.3,26
hdp578ga,16,0,12,2,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,1,-5,4,3,0,5,-89.3,-75.3,14
8takecva,16,1,27,1,-5,0,0,0,0,1,27.3,0,0,1,-20.983,1,-1,0,0,3,-35,4,3,1,0,160.53,155.85,-4.68
kesgwead,16,0,12,2,0,1,-0.03,1,2.18,1,0.6,1,-4,1,0,0,0,0,0,1,-5,4,15,0,13.58,9.85,42,32.15
x6zxi4xg,16,0,12,2,0,1,-4.97,1,30.01,1,5.7,1,15,1,0,1,-1,0,0,0,0,1,4.5,0,36.01,42.99,110.23,67.24
3j49d97z,16,0,6,2,-10,0,0,0,0,1,5.25,0,0,1,-8.767,1,-1,0,0,0,0,6,20,0,36.83,86.42,103.3,16.88
jwxxxv7d,16,0,15,2,0,1,-1.639,1,1.77,1,0.27,1,1,1,0,1,-1,0,0,1,-5,6,20,1,6.77,22.13,57.53,35.4
h7b871s6,16,0,15,1,-5,1,-100,1,86.46,1,49.05,1,0,1,-37.636,1,-1,0,0,2,-21,3,12.5,0,117.76,330.85,335.82,4.97
szjrd90v,16,0,21,2,0,1,-179.12,1,429.67,1,100,1,1500,1,0,0,0,0,0,1,-5,6,20,0,441.67,874.24,2772.79,1898.55
tkz7zh9u,16,1,-30,0,0,1,-36.3,0,0,0,0,0,0,0,0,0,0,1,-5,0,0,6,0,1,0,18.86,-52.44,-71.3
42bbeqpm,16,0,12,2,0,0,0,0,0,1,0.15,1,-0.5,1,0,0,0,0,0,0,0,6,20,1,5.2,-9.68,27.17,36.85
1o1f1gpp,16,0,12,2,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,1,-5,6,0,1,6.6,-52.1,-39.5,12.6
o6m81rh2,16,1,-12,2,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,0,0,6,20,1,6.8,-117.4,-103.6,13.8
ody1m92z,16,0,6,2,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,0,0,6,0,1,5.2,-16.6,-6.4,10.2
y5lufa6m,16,0,15,1,-5,1,-10.04,1,1.85,1,-0.35,1,3,1,-9.709,1,-0.1,0,0,1,-7,5,16,1,8.65,92.63,103.08,10.45
odyzp5vx,16,0,-30,2,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,1,-5,6,20,1,5.6,-125,-135.4,-10.4
d67hp72e,16,1,9,2,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,1,-5,2,12,1,6.2,-59.9,-38.7,21.2
o73qrv2n,16,1,15,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-5,2,4,1,6,-87,-67,20
1qzlh5mu,16,0,9,2,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,1,-5,3,3.5,1,0,-30.9,-24.4,6.5
dnwj15ee,16,0,6,2,0,0,0,0,0,1,2,1,0,1,0,1,-1,0,0,1,-5,6,20,1,6,40.3,68.3,28
n1yognqv,17,0,12,2,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,2,-15,5,1.6,0,5,-15.3,-12.7,2.6
hdp578ga,17,0,12,2,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,0,0,4,2.4,0,5,-75.3,-56.9,18.4
8takecva,17,0,21,1,-5,0,0,0,0,1,25.65,0,0,1,-19.75,1,-1,0,0,1,-7,4,2.4,1,6,155.85,178.15,22.3
kesgwead,17,0,18,2,0,1,-2.398,0,0,1,2,1,0,1,0,0,0,0,0,1,-5,6,0,1,0,42,54.6,12.6
x6zxi4xg,17,0,15,2,0,1,-33.01,1,55.33,1,9,1,-69,1,0,1,-1,0,0,1,-5,1,7.6,0,61.73,110.23,95.55,-14.68
3j49d97z,17,0,-30,1,-5,0,0,0,0,1,5.25,0,0,1,-7.355,1,-1,0,0,0,0,6,16,0,40.77,103.3,87.4,-15.9
jwxxxv7d,17,0,9,2,0,1,-1.947,0,0,1,0.69,1,0,1,0,1,-1,0,0,3,-25,4,12,1,0,57.53,51.27,-6.26
h7b871s6,17,0,30,1,-5,1,-120,1,140.84,1,19.05,1,45,1,-44.571,1,-1,0,0,1,-7,3,10,0,154.52,335.82,414.54,78.72
szjrd90v,17,0,18,2,0,1,-472.637,1,695.44,1,300,1,-1000,1,0,0,0,0,0,1,-5,5,12.8,0,700.44,2772.79,2326.39,-446.4
tkz7zh9u,17,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-30,6,0,1,6.4,-52.44,-55.04,-2.6
42bbeqpm,17,0,-30,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-5,6,0,1,5.4,27.17,-2.43,-29.6
1o1f1gpp,17,0,21,2,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,0,0,6,0,1,6,-39.5,-13.5,26
o6m81rh2,17,0,12,2,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,1,-5,6,0,1,6.2,-103.6,-91.4,12.2
ody1m92z,17,0,9,2,0,0,0,0,0,1,0.39,1,2.99,1,0,1,-1,0,0,0,0,4,2.4,1,6.2,-6.4,13.58,19.98
y5lufa6m,17,0,9,1,-5,1,-2.035,1,5.25,1,-0.5,1,-3,1,-10.6795,1,-0.1,0,0,1,-7,5,12.8,0,11.45,103.08,108.01,4.93
odyzp5vx,17,1,3,2,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,1,-5,6,0,1,6.8,-135.4,-131.6,3.8
d67hp72e,17,0,27,2,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,2,-15,1,3.6,0,11.2,-38.7,-12.9,25.8
o73qrv2n,17,0,18,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-5,3,2.8,1,5.4,-67,-45.8,21.2
1qzlh5mu,17,0,12,2,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,1,-5,4,2.4,0,11.8,-24.4,-4.2,20.2
dnwj15ee,17,0,12,2,0,0,0,0,0,1,8,1,10,1,0,1,-1,0,0,3,-25,6,0,1,6,68.3,78.3,10
n1yognqv,18,0,15,2,0,0,0,0,0,1,0.23,1,-2.53,1,0,0,0,0,0,3,-25,5,19.2,0,5,-12.7,-0.8,11.9
hdp578ga,18,0,3,2,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,3,-25,5,2.4,0,5,-56.9,-72.5,-15.6
8takecva,18,0,30,1,-5,0,0,0,0,1,-10.15,0,0,1,-19.3,1,-1,0,0,0,0,2,4.8,0,10.2,178.15,187.7,9.55
kesgwead,18,0,21,2,0,0,0,1,7.56,1,4,1,-20,1,0,1,-1,0,0,1,-5,4,3.6,0,14.16,54.6,71.36,16.76
x6zxi4xg,18,0,-30,2,0,0,0,0,0,1,1.5,1,30,1,0,1,-1,0,0,1,-5,6,0,0,66.06,95.55,96.25,0.7
3j49d97z,18,1,3,1,-5,0,0,0,0,1,2,1,2.5,1,-8.99,1,-1,0,0,1,-7,6,24,0,43.83,87.4,102.71,15.31
jwxxxv7d,18,0,12,2,0,0,0,0,0,1,1.24,1,-2,1,0,1,-1,0,0,1,-5,4,3.6,1,6.4,51.27,66.51,15.24
h7b871s6,18,0,21,1,-5,1,-130,1,136.44,1,43.6,1,0,1,-48.058,1,-1,0,0,2,-21,5,2.4,0,163.87,414.54,412.92,-1.62
szjrd90v,18,0,12,2,0,1,-764.98,0,0,1,85.95,1,988.5,1,0,0,0,0,0,2,-15,5,19.2,0,5,2326.39,2657.06,330.67
tkz7zh9u,18,0,-30,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,1,-15,6,24,1,6.4,-55.04,-75.64,-20.6
42bbeqpm,18,1,18,2,0,0,0,0,0,1,1.2,0,0,1,0,0,0,0,0,1,-5,6,24,1,6.2,-2.43,41.97,44.4
1o1f1gpp,18,0,21,2,0,0,0,1,1.5,1,0.75,1,0,1,0,1,-1,0,0,2,-15,0,6,1,7.5,-13.5,5.75,19.25
o6m81rh2,18,0,18,2,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,2,-15,6,0,1,5.6,-91.4,-83.8,7.6
ody1m92z,18,0,-30,2,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,1,-5,5,19.2,1,6.6,13.58,3.38,-10.2
y5lufa6m,18,0,9,1,-5,1,-5.775,0,0,1,1.8,1,9,1,-11.7035,1,-0.1,0,0,2,-21,5,19.2,1,6.4,108.01,109.83,1.82
odyzp5vx,18,0,3,2,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,1,-5,6,0,1,7,-131.6,-127.6,4
d67hp72e,18,0,18,2,0,0,0,1,2.55,1,0.5,1,-4,1,0,1,-1,0,0,0,0,2,14.4,1,7.55,-12.9,22.55,35.45
o73qrv2n,18,0,12,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,-25,6,24,1,5.4,-45.8,-29.4,16.4
1qzlh5mu,18,0,9,2,0,0,0,0,0,1,0.2,1,3,1,0,0,0,0,0,1,-5,4,3.6,1,0,-4.2,6.6,10.8
dnwj15ee,18,0,0,2,0,0,0,0,0,1,9,1,-10,1,0,1,-1,0,0,2,-15,6,0,1,6,78.3,67.3,-11
n1yognqv,19,0,9,2,0,0,0,1,0.66,1,-0.43,1,1.5,1,0,1,-1,0,0,1,-5,4,9,1,5.66,-0.8,17.93,18.73
hdp578ga,19,0,12,2,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,2,-15,4,1.8,0,5,-72.5,-69.7,2.8
8takecva,19,0,30,1,-5,0,0,0,0,1,-10.6,0,0,1,-20.21,1,-1,0,0,2,-21,5,9.6,1,0,187.7,169.49,-18.21
kesgwead,19,0,18,2,0,1,-8.316,0,0,1,-2.5,1,-10,1,0,1,-1,0,0,1,-5,6,0,1,6.8,71.36,69.34,-2.02
x6zxi4xg,19,1,21,2,0,1,-66.946,1,30.18,1,-1,1,10,1,0,1,-1,0,0,3,-25,2,7.2,0,35.98,96.25,76.48,-19.77
3j49d97z,19,0,15,1,-5,0,0,0,0,1,7.5,1,-5,1,-11.521,1,-2,0,0,1,-7,6,16,0,48.23,102.71,117.09,14.38
jwxxxv7d,19,0,9,2,0,0,0,0,0,1,0.55,1,-3,1,0,1,-1,0,0,1,-5,5,9.6,1,6.8,66.51,83.46,16.95
h7b871s6,19,0,30,1,-5,1,-160,1,134.34,1,61.8,1,0,1,-47.406,1,-1,0,0,0,0,4,1.8,0,166.4,412.92,439.25,26.33
szjrd90v,19,0,21,2,0,0,0,0,0,1,100,1,0,1,0,0,0,0,0,3,-25,6,16,0,5,2657.06,2774.06,117
tkz7zh9u,19,1,21,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,-10,1,-15,6,16,1,5.6,-75.64,-59.04,16.6
42bbeqpm,19,0,18,2,0,0,0,0,0,1,2.9,0,0,1,0,0,0,0,0,1,-5,6,0,1,6.4,41.97,64.27,22.3
1o1f1gpp,19,0,18,2,0,1,-1.65,0,0,1,0.4,1,-8,1,0,1,-1,0,0,2,-15,0,3,0,11.2,5.75,12.7,6.95
o6m81rh2,19,0,9,2,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,1,-5,6,16,1,7,-83.8,-57.8,26
ody1m92z,19,1,6,2,0,0,0,0,0,1,0.75,1,0,1,0,1,-1,0,0,0,0,4,9,1,5.4,3.38,23.53,20.15
y5lufa6m,19,0,-30,1,-5,0,0,0,0,1,2.25,1,0,1,-7.708,1,-0.1,0,0,1,-7,5,9.6,1,5.4,109.83,77.27,-32.56
odyzp5vx,19,0,9,2,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,2,-15,6,0,1,5.6,-127.6,-129,-1.4
d67hp72e,19,0,24,2,0,1,-2.805,1,21.87,1,4.5,1,-20,1,0,1,-1,0,0,1,-5,2,7.2,0,21.87,22.55,51.31,28.76
o73qrv2n,19,0,21,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,-15,1,5.7,0,10.4,-29.4,-7.3,22.1
1qzlh5mu,19,0,15,2,0,0,0,1,0.43,1,0.4,1,-2.5,1,0,0,0,0,0,1,-5,2,2.4,0,12.43,6.6,29.33,22.73
dnwj15ee,19,0,-15,2,0,0,0,0,0,1,5,1,-5,1,0,1,-1,0,0,3,-25,6,0,1,6.4,67.3,32.7,-34.6
n1yognqv,20,0,6,2,0,1,-0.726,0,0,1,2,1,-1,1,0,1,-1,0,0,2,-15,5,6.4,1,0,17.93,14.6,-3.33
hdp578ga,20,0,15,2,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,2,-15,4,6,1,0,-69.7,-64.7,5
8takecva,20,0,24,1,-5,0,0,0,0,1,18.8,0,0,1,-20.729,1,-1,0,0,1,-7,0,2,1,6.8,169.49,187.36,17.87
kesgwead,20,0,30,2,0,0,0,0,0,1,2,1,0,1,0,1,-1,0,0,2,-15,4,1.2,1,6.6,69.34,93.14,23.8
x6zxi4xg,20,0,12,2,0,1,-33.198,1,33.17,1,2.5,1,0,1,0,1,-0.9,0,0,1,-5,3,1.4,0,38.57,76.48,91.85,15.37
3j49d97z,20,0,6,1,-5,1,-40,0,0,1,1.5,0,0,1,-7.959,1,-1,0,0,2,-21,6,0,0,12.41,117.09,56.03,-61.06
jwxxxv7d,20,0,9,2,0,0,0,0,0,1,0.37,1,3,1,0,1,-1,0,0,1,-5,6,8,1,6.4,83.46,104.23,20.77
h7b871s6,20,0,30,1,-5,0,0,1,6.45,1,23.5,1,45,1,-53.92,1,-1,0,0,2,-21,3,5,0,176.51,439.25,468.28,29.03
